"Device: USB-231"
"Serial Number: 219F0E1"
"Channel Count: 5"
"Sample Count: 17220"
"Start Time: 1/25/2024 12:37:30.522 PM"
"Scan Rate: 1000"
"Sample","Date/Time","Torque (V)","Temp1 (V)","CH2H Volt (V)","CH3H Current (V)","Temp2 (V)"
"1953","1/25/2024 12:37:32.475 PM","-0.161","3.009","1.448","1.100","2.985"
"1954","1/25/2024 12:37:32.476 PM","-0.154","3.011","1.453","1.101","2.985"
"1955","1/25/2024 12:37:32.477 PM","-0.157","3.010","1.448","1.098","2.987"
"1956","1/25/2024 12:37:32.478 PM","-0.154","3.010","1.443","1.096","2.987"
"1957","1/25/2024 12:37:32.479 PM","-0.150","3.013","1.445","1.100","2.987"
"1958","1/25/2024 12:37:32.480 PM","-0.160","3.011","1.454","1.100","2.991"
"1959","1/25/2024 12:37:32.481 PM","-0.151","3.010","1.451","1.100","2.988"
"1960","1/25/2024 12:37:32.482 PM","-0.152","3.010","1.454","1.098","2.988"
"1961","1/25/2024 12:37:32.483 PM","-0.161","3.011","1.446","1.099","2.986"
"1962","1/25/2024 12:37:32.484 PM","-0.156","3.010","1.448","1.101","2.987"
"1963","1/25/2024 12:37:32.485 PM","-0.149","3.009","1.446","1.097","2.987"
"1964","1/25/2024 12:37:32.486 PM","-0.168","3.011","1.448","1.097","2.986"
"1965","1/25/2024 12:37:32.487 PM","-0.157","3.010","1.453","1.103","2.988"
"1966","1/25/2024 12:37:32.488 PM","-0.161","3.009","1.450","1.098","2.988"
"1967","1/25/2024 12:37:32.489 PM","-0.160","3.009","1.453","1.097","2.987"
"1968","1/25/2024 12:37:32.490 PM","-0.162","3.012","1.449","1.098","2.985"
"1969","1/25/2024 12:37:32.491 PM","-0.162","3.013","1.450","1.097","2.988"
"1970","1/25/2024 12:37:32.492 PM","-0.148","3.008","1.449","1.100","2.987"
"1971","1/25/2024 12:37:32.493 PM","-0.162","3.009","1.452","1.098","2.987"
"1972","1/25/2024 12:37:32.494 PM","-0.161","3.012","1.449","1.098","2.988"
"1973","1/25/2024 12:37:32.495 PM","-0.167","3.010","1.458","1.101","2.989"
"1974","1/25/2024 12:37:32.496 PM","-0.161","3.011","1.444","1.100","2.988"
"1975","1/25/2024 12:37:32.497 PM","-0.163","3.009","1.449","1.100","2.989"
"1976","1/25/2024 12:37:32.498 PM","-0.156","3.008","1.452","1.098","2.987"
"1977","1/25/2024 12:37:32.499 PM","-0.163","3.010","1.450","1.100","2.985"
"1978","1/25/2024 12:37:32.500 PM","-0.170","3.010","1.444","1.097","2.986"
"1979","1/25/2024 12:37:32.501 PM","-0.172","3.010","1.449","1.100","2.987"
"1980","1/25/2024 12:37:32.502 PM","-0.161","3.010","1.454","1.097","2.989"
"1981","1/25/2024 12:37:32.503 PM","-0.169","3.010","1.456","1.100","2.986"
"1982","1/25/2024 12:37:32.504 PM","-0.160","3.010","1.452","1.098","2.986"
"1983","1/25/2024 12:37:32.505 PM","-0.163","3.008","1.447","1.098","2.986"
"1984","1/25/2024 12:37:32.506 PM","-0.161","3.013","1.453","1.098","2.987"
"1985","1/25/2024 12:37:32.507 PM","-0.164","3.011","1.451","1.098","2.988"
"1986","1/25/2024 12:37:32.508 PM","-0.150","3.011","1.450","1.100","2.985"
"1987","1/25/2024 12:37:32.509 PM","-0.161","3.009","1.448","1.101","2.986"
"1988","1/25/2024 12:37:32.510 PM","-0.156","3.010","1.454","1.099","2.987"
"1989","1/25/2024 12:37:32.511 PM","-0.167","3.011","1.451","1.101","2.986"
"1990","1/25/2024 12:37:32.512 PM","-0.172","3.012","1.442","1.099","2.986"
"1991","1/25/2024 12:37:32.513 PM","-0.161","3.013","1.453","1.097","2.985"
"1992","1/25/2024 12:37:32.514 PM","-0.164","3.010","1.451","1.098","2.987"
"1993","1/25/2024 12:37:32.515 PM","-0.164","3.011","1.453","1.098","2.987"
"1994","1/25/2024 12:37:32.516 PM","-0.169","3.012","1.446","1.097","2.989"
"1995","1/25/2024 12:37:32.517 PM","-0.165","3.011","1.455","1.099","2.989"
"1996","1/25/2024 12:37:32.518 PM","-0.157","3.014","1.452","1.098","2.989"
"1997","1/25/2024 12:37:32.519 PM","-0.165","3.010","1.449","1.101","2.987"
"1998","1/25/2024 12:37:32.520 PM","-0.164","3.015","1.464","1.096","2.988"
"1999","1/25/2024 12:37:32.521 PM","-0.162","3.011","1.447","1.097","2.988"
"2000","1/25/2024 12:37:32.522 PM","-0.167","3.011","1.453","1.100","2.987"
"2001","1/25/2024 12:37:32.523 PM","-0.159","3.010","1.450","1.098","2.987"
"2002","1/25/2024 12:37:32.524 PM","-0.152","3.009","1.449","1.098","2.985"
"2003","1/25/2024 12:37:32.525 PM","-0.160","3.013","1.453","1.100","2.986"
"2004","1/25/2024 12:37:32.526 PM","-0.165","3.012","1.453","1.099","2.986"
"2005","1/25/2024 12:37:32.527 PM","-0.159","3.012","1.454","1.099","2.987"
"2006","1/25/2024 12:37:32.528 PM","-0.156","3.014","1.459","1.097","2.987"
"2007","1/25/2024 12:37:32.529 PM","-0.159","3.020","1.447","1.096","2.989"
"2008","1/25/2024 12:37:32.530 PM","-0.159","3.012","1.452","1.100","2.987"
"2009","1/25/2024 12:37:32.531 PM","-0.165","3.009","1.451","1.098","2.987"
"2010","1/25/2024 12:37:32.532 PM","-0.159","3.011","1.449","1.098","2.985"
"2011","1/25/2024 12:37:32.533 PM","-0.167","3.010","1.450","1.099","2.987"
"2012","1/25/2024 12:37:32.534 PM","-0.165","3.010","1.443","1.100","2.988"
"2013","1/25/2024 12:37:32.535 PM","-0.169","3.012","1.455","1.099","2.987"
"2014","1/25/2024 12:37:32.536 PM","-0.162","3.010","1.450","1.098","2.986"
"2015","1/25/2024 12:37:32.537 PM","-0.163","3.012","1.453","1.102","2.985"
"2016","1/25/2024 12:37:32.538 PM","-0.155","3.011","1.447","1.102","2.987"
"2017","1/25/2024 12:37:32.539 PM","-0.160","3.010","1.450","1.098","2.988"
"2018","1/25/2024 12:37:32.540 PM","-0.151","3.011","1.456","1.097","2.988"
"2019","1/25/2024 12:37:32.541 PM","-0.147","3.010","1.445","1.098","2.988"
"2020","1/25/2024 12:37:32.542 PM","-0.161","3.010","1.453","1.100","2.983"
"2021","1/25/2024 12:37:32.543 PM","-0.161","3.009","1.454","1.099","2.989"
"2022","1/25/2024 12:37:32.544 PM","-0.161","3.011","1.452","1.098","2.989"
"2023","1/25/2024 12:37:32.545 PM","-0.152","3.011","1.456","1.097","2.986"
"2024","1/25/2024 12:37:32.546 PM","-0.156","3.017","1.444","1.098","2.988"
"2025","1/25/2024 12:37:32.547 PM","-0.152","3.010","1.454","1.099","2.987"
"2026","1/25/2024 12:37:32.548 PM","-0.149","3.010","1.452","1.099","2.985"
"2027","1/25/2024 12:37:32.549 PM","-0.157","3.009","1.453","1.099","2.986"
"2028","1/25/2024 12:37:32.550 PM","-0.158","3.010","1.442","1.099","2.985"
"2029","1/25/2024 12:37:32.551 PM","-0.157","3.003","1.458","1.100","2.990"
"2030","1/25/2024 12:37:32.552 PM","-0.160","3.010","1.457","1.098","2.985"
"2031","1/25/2024 12:37:32.553 PM","-0.156","3.012","1.459","1.097","2.987"
"2032","1/25/2024 12:37:32.554 PM","-0.152","3.003","1.445","1.101","2.988"
"2033","1/25/2024 12:37:32.555 PM","-0.158","3.009","1.449","1.098","2.985"
"2034","1/25/2024 12:37:32.556 PM","-0.157","3.010","1.458","1.102","2.985"
"2035","1/25/2024 12:37:32.557 PM","-0.156","3.010","1.453","1.099","2.987"
"2036","1/25/2024 12:37:32.558 PM","-0.167","3.013","1.452","1.100","2.987"
"2037","1/25/2024 12:37:32.559 PM","-0.166","3.009","1.452","1.098","2.986"
"2038","1/25/2024 12:37:32.560 PM","-0.162","3.012","1.451","1.098","2.989"
"2039","1/25/2024 12:37:32.561 PM","-0.163","3.008","1.454","1.100","2.986"
"2040","1/25/2024 12:37:32.562 PM","-0.160","3.007","1.441","1.098","2.988"
"2041","1/25/2024 12:37:32.563 PM","-0.160","3.008","1.455","1.099","2.984"
"2042","1/25/2024 12:37:32.564 PM","-0.153","3.010","1.453","1.098","2.985"
"2043","1/25/2024 12:37:32.565 PM","-0.170","3.010","1.449","1.097","2.988"
"2044","1/25/2024 12:37:32.566 PM","-0.163","3.009","1.453","1.100","2.987"
"2045","1/25/2024 12:37:32.567 PM","-0.160","3.011","1.455","1.096","2.988"
"2046","1/25/2024 12:37:32.568 PM","-0.162","3.006","1.458","1.101","2.986"
"2047","1/25/2024 12:37:32.569 PM","-0.167","3.013","1.453","1.098","2.988"
"2048","1/25/2024 12:37:32.570 PM","-0.162","3.009","1.451","1.101","2.988"
"2049","1/25/2024 12:37:32.571 PM","-0.165","3.015","1.444","1.099","2.985"
"2050","1/25/2024 12:37:32.572 PM","-0.161","3.009","1.448","1.098","2.986"
"2051","1/25/2024 12:37:32.573 PM","-0.161","3.011","1.453","1.097","2.985"
"2052","1/25/2024 12:37:32.574 PM","-0.165","3.010","1.446","1.100","2.986"
"2053","1/25/2024 12:37:32.575 PM","-0.159","3.011","1.451","1.097","2.986"
"2054","1/25/2024 12:37:32.576 PM","-0.160","3.010","1.453","1.098","2.986"
"2055","1/25/2024 12:37:32.577 PM","-0.164","3.015","1.450","1.096","2.986"
"2056","1/25/2024 12:37:32.578 PM","-0.158","3.010","1.452","1.099","2.987"
"2057","1/25/2024 12:37:32.579 PM","-0.164","3.014","1.454","1.100","2.985"
"2058","1/25/2024 12:37:32.580 PM","-0.164","3.010","1.452","1.097","2.987"
"2059","1/25/2024 12:37:32.581 PM","-0.171","3.010","1.450","1.100","2.987"
"2060","1/25/2024 12:37:32.582 PM","-0.159","3.013","1.448","1.097","2.987"
"2061","1/25/2024 12:37:32.583 PM","-0.167","3.006","1.447","1.095","2.989"
"2062","1/25/2024 12:37:32.584 PM","-0.162","3.009","1.448","1.097","2.988"
"2063","1/25/2024 12:37:32.585 PM","-0.161","3.010","1.442","1.098","2.987"
"2064","1/25/2024 12:37:32.586 PM","-0.170","3.011","1.446","1.096","2.986"
"2065","1/25/2024 12:37:32.587 PM","-0.165","3.008","1.444","1.102","2.986"
"2066","1/25/2024 12:37:32.588 PM","-0.159","3.010","1.453","1.097","2.986"
"2067","1/25/2024 12:37:32.589 PM","-0.170","3.010","1.450","1.097","2.989"
"2068","1/25/2024 12:37:32.590 PM","-0.165","3.014","1.452","1.101","2.987"
"2069","1/25/2024 12:37:32.591 PM","-0.160","3.008","1.452","1.097","2.987"
"2070","1/25/2024 12:37:32.592 PM","-0.155","3.011","1.448","1.098","2.986"
"2071","1/25/2024 12:37:32.593 PM","-0.148","3.011","1.450","1.100","2.986"
"2072","1/25/2024 12:37:32.594 PM","-0.154","3.011","1.453","1.099","2.987"
"2073","1/25/2024 12:37:32.595 PM","-0.149","3.010","1.450","1.100","2.987"
"2074","1/25/2024 12:37:32.596 PM","-0.148","3.006","1.446","1.098","2.987"
"2075","1/25/2024 12:37:32.597 PM","-0.155","3.008","1.445","1.099","2.985"
"2076","1/25/2024 12:37:32.598 PM","-0.150","3.009","1.455","1.101","2.986"
"2077","1/25/2024 12:37:32.599 PM","-0.155","3.010","1.448","1.097","2.987"
"2078","1/25/2024 12:37:32.600 PM","-0.159","3.012","1.446","1.097","2.987"
"2079","1/25/2024 12:37:32.601 PM","-0.164","3.008","1.452","1.096","2.987"
"2080","1/25/2024 12:37:32.602 PM","-0.159","3.011","1.453","1.097","2.988"
"2081","1/25/2024 12:37:32.603 PM","-0.160","3.010","1.445","1.098","2.988"
"2082","1/25/2024 12:37:32.604 PM","-0.163","3.002","1.443","1.096","2.987"
"2083","1/25/2024 12:37:32.605 PM","-0.169","3.011","1.453","1.097","2.989"
"2084","1/25/2024 12:37:32.606 PM","-0.171","3.011","1.445","1.100","2.986"
"2085","1/25/2024 12:37:32.607 PM","-0.170","3.011","1.450","1.099","2.987"
"2086","1/25/2024 12:37:32.608 PM","-0.169","3.011","1.451","1.097","2.990"
"2087","1/25/2024 12:37:32.609 PM","-0.170","3.011","1.447","1.100","2.988"
"2088","1/25/2024 12:37:32.610 PM","-0.167","3.013","1.451","1.102","2.987"
"2089","1/25/2024 12:37:32.611 PM","-0.160","3.008","1.445","1.097","2.989"
"2090","1/25/2024 12:37:32.612 PM","-0.153","3.016","1.450","1.100","2.988"
"2091","1/25/2024 12:37:32.613 PM","-0.161","3.009","1.453","1.099","2.987"
"2092","1/25/2024 12:37:32.614 PM","-0.158","3.014","1.449","1.097","2.986"
"2093","1/25/2024 12:37:32.615 PM","-0.154","3.013","1.450","1.099","2.986"
"2094","1/25/2024 12:37:32.616 PM","-0.155","3.010","1.451","1.099","2.987"
"2095","1/25/2024 12:37:32.617 PM","-0.161","3.006","1.459","1.096","2.986"
"2096","1/25/2024 12:37:32.618 PM","-0.155","3.014","1.452","1.099","2.988"
"2097","1/25/2024 12:37:32.619 PM","-0.145","3.013","1.447","1.097","2.988"
"2098","1/25/2024 12:37:32.620 PM","-0.150","3.009","1.463","1.097","2.985"
"2099","1/25/2024 12:37:32.621 PM","-0.148","3.016","1.450","1.098","2.987"
"2100","1/25/2024 12:37:32.622 PM","-0.143","3.009","1.449","1.096","2.986"
"2101","1/25/2024 12:37:32.623 PM","-0.155","3.012","1.449","1.097","2.987"
"2102","1/25/2024 12:37:32.624 PM","-0.162","3.008","1.444","1.101","2.988"
"2103","1/25/2024 12:37:32.625 PM","-0.152","3.010","1.453","1.098","2.987"
"2104","1/25/2024 12:37:32.626 PM","-0.153","3.010","1.452","1.097","2.985"
"2105","1/25/2024 12:37:32.627 PM","-0.152","3.009","1.447","1.098","2.987"
"2106","1/25/2024 12:37:32.628 PM","-0.144","3.007","1.455","1.098","2.985"
"2107","1/25/2024 12:37:32.629 PM","-0.155","3.023","1.450","1.096","2.988"
"2108","1/25/2024 12:37:32.630 PM","-0.147","3.009","1.452","1.099","2.985"
"2109","1/25/2024 12:37:32.631 PM","-0.160","3.010","1.453","1.097","2.985"
"2110","1/25/2024 12:37:32.632 PM","-0.165","3.008","1.446","1.096","2.988"
"2111","1/25/2024 12:37:32.633 PM","-0.171","3.016","1.456","1.098","2.986"
"2112","1/25/2024 12:37:32.634 PM","-0.154","3.004","1.453","1.098","2.986"
"2113","1/25/2024 12:37:32.635 PM","-0.163","3.006","1.448","1.100","2.987"
"2114","1/25/2024 12:37:32.636 PM","-0.169","3.008","1.451","1.096","2.988"
"2115","1/25/2024 12:37:32.637 PM","-0.160","3.020","1.449","1.097","2.986"
"2116","1/25/2024 12:37:32.638 PM","-0.171","3.013","1.449","1.099","2.988"
"2117","1/25/2024 12:37:32.639 PM","-0.162","3.006","1.450","1.095","2.988"
"2118","1/25/2024 12:37:32.640 PM","-0.166","3.012","1.447","1.098","2.986"
"2119","1/25/2024 12:37:32.641 PM","-0.153","3.009","1.445","1.097","2.989"
"2120","1/25/2024 12:37:32.642 PM","-0.171","3.010","1.448","1.096","2.986"
"2121","1/25/2024 12:37:32.643 PM","-0.148","3.011","1.447","1.098","2.985"
"2122","1/25/2024 12:37:32.644 PM","-0.156","3.008","1.443","1.098","2.987"
"2123","1/25/2024 12:37:32.645 PM","-0.155","3.010","1.445","1.097","2.986"
"2124","1/25/2024 12:37:32.646 PM","-0.169","3.017","1.443","1.097","2.986"
"2125","1/25/2024 12:37:32.647 PM","-0.154","3.007","1.449","1.099","2.988"
"2126","1/25/2024 12:37:32.648 PM","-0.160","3.009","1.448","1.097","2.987"
"2127","1/25/2024 12:37:32.649 PM","-0.154","3.008","1.449","1.098","2.988"
"2128","1/25/2024 12:37:32.650 PM","-0.156","3.005","1.452","1.096","2.988"
"2129","1/25/2024 12:37:32.651 PM","-0.159","3.014","1.444","1.098","2.988"
"2130","1/25/2024 12:37:32.652 PM","-0.155","3.010","1.441","1.097","2.989"
"2131","1/25/2024 12:37:32.653 PM","-0.152","3.006","1.447","1.099","2.986"
"2132","1/25/2024 12:37:32.654 PM","-0.159","2.997","1.440","1.098","2.987"
"2133","1/25/2024 12:37:32.655 PM","-0.154","3.008","1.452","1.097","2.987"
"2134","1/25/2024 12:37:32.656 PM","-0.157","3.010","1.450","1.096","2.985"
"2135","1/25/2024 12:37:32.657 PM","-0.157","3.009","1.451","1.097","2.984"
"2136","1/25/2024 12:37:32.658 PM","-0.155","3.009","1.450","1.096","2.986"
"2137","1/25/2024 12:37:32.659 PM","-0.142","3.010","1.448","1.095","2.988"
"2138","1/25/2024 12:37:32.660 PM","-0.159","3.008","1.448","1.098","2.985"
"2139","1/25/2024 12:37:32.661 PM","-0.150","3.010","1.444","1.098","2.986"
"2140","1/25/2024 12:37:32.662 PM","-0.159","3.006","1.452","1.098","2.985"
"2141","1/25/2024 12:37:32.663 PM","-0.159","3.005","1.439","1.098","2.986"
"2142","1/25/2024 12:37:32.664 PM","-0.170","3.012","1.452","1.098","2.988"
"2143","1/25/2024 12:37:32.665 PM","-0.176","3.009","1.449","1.095","2.986"
"2144","1/25/2024 12:37:32.666 PM","-0.164","3.008","1.451","1.098","2.986"
"2145","1/25/2024 12:37:32.667 PM","-0.170","3.006","1.442","1.099","2.987"
"2146","1/25/2024 12:37:32.668 PM","-0.170","3.008","1.445","1.098","2.984"
"2147","1/25/2024 12:37:32.669 PM","-0.165","3.009","1.449","1.096","2.988"
"2148","1/25/2024 12:37:32.670 PM","-0.164","3.016","1.445","1.100","2.985"
"2149","1/25/2024 12:37:32.671 PM","-0.167","3.011","1.444","1.099","2.987"
"2150","1/25/2024 12:37:32.672 PM","-0.147","3.013","1.445","1.098","2.987"
"2151","1/25/2024 12:37:32.673 PM","-0.169","3.014","1.452","1.098","2.985"
"2152","1/25/2024 12:37:32.674 PM","-0.161","3.007","1.450","1.097","2.987"
"2153","1/25/2024 12:37:32.675 PM","-0.150","3.010","1.450","1.098","2.989"
"2154","1/25/2024 12:37:32.676 PM","-0.150","3.014","1.449","1.096","2.986"
"2155","1/25/2024 12:37:32.677 PM","-0.153","3.010","1.449","1.098","2.985"
"2156","1/25/2024 12:37:32.678 PM","-0.158","3.013","1.447","1.099","2.985"
"2157","1/25/2024 12:37:32.679 PM","-0.153","3.009","1.453","1.098","2.986"
"2158","1/25/2024 12:37:32.680 PM","-0.154","3.008","1.444","1.098","2.984"
"2159","1/25/2024 12:37:32.681 PM","-0.160","3.013","1.450","1.100","2.986"
"2160","1/25/2024 12:37:32.682 PM","-0.159","3.009","1.452","1.098","2.987"
"2161","1/25/2024 12:37:32.683 PM","-0.154","3.014","1.445","1.098","2.986"
"2162","1/25/2024 12:37:32.684 PM","-0.156","3.017","1.442","1.098","2.988"
"2163","1/25/2024 12:37:32.685 PM","-0.158","3.012","1.445","1.102","2.990"
"2164","1/25/2024 12:37:32.686 PM","-0.155","3.010","1.446","1.099","2.985"
"2165","1/25/2024 12:37:32.687 PM","-0.161","3.009","1.461","1.099","2.989"
"2166","1/25/2024 12:37:32.688 PM","-0.159","3.010","1.452","1.098","2.986"
"2167","1/25/2024 12:37:32.689 PM","-0.159","3.011","1.444","1.098","2.988"
"2168","1/25/2024 12:37:32.690 PM","-0.154","3.010","1.456","1.099","2.986"
"2169","1/25/2024 12:37:32.691 PM","-0.154","3.008","1.450","1.098","2.987"
"2170","1/25/2024 12:37:32.692 PM","-0.156","3.011","1.453","1.098","2.985"
"2171","1/25/2024 12:37:32.693 PM","-0.154","3.011","1.449","1.098","2.988"
"2172","1/25/2024 12:37:32.694 PM","-0.158","3.009","1.452","1.098","2.987"
"2173","1/25/2024 12:37:32.695 PM","-0.153","3.013","1.454","1.099","2.988"
"2174","1/25/2024 12:37:32.696 PM","-0.162","2.995","1.449","1.098","2.990"
"2175","1/25/2024 12:37:32.697 PM","-0.163","3.009","1.450","1.099","2.989"
"2176","1/25/2024 12:37:32.698 PM","-0.159","3.013","1.446","1.099","2.987"
"2177","1/25/2024 12:37:32.699 PM","-0.162","3.009","1.455","1.099","2.988"
"2178","1/25/2024 12:37:32.700 PM","-0.159","3.018","1.446","1.099","2.987"
"2179","1/25/2024 12:37:32.701 PM","-0.165","3.014","1.456","1.100","2.987"
"2180","1/25/2024 12:37:32.702 PM","-0.170","3.017","1.446","1.098","2.986"
"2181","1/25/2024 12:37:32.703 PM","-0.166","3.014","1.448","1.099","2.985"
"2182","1/25/2024 12:37:32.704 PM","-0.169","3.004","1.443","1.098","2.984"
"2183","1/25/2024 12:37:32.705 PM","-0.159","3.010","1.450","1.097","2.989"
"2184","1/25/2024 12:37:32.706 PM","-0.159","3.003","1.450","1.098","2.987"
"2185","1/25/2024 12:37:32.707 PM","-0.155","3.010","1.442","1.098","2.987"
"2186","1/25/2024 12:37:32.708 PM","-0.149","3.010","1.454","1.100","2.987"
"2187","1/25/2024 12:37:32.709 PM","-0.164","3.009","1.449","1.098","2.986"
"2188","1/25/2024 12:37:32.710 PM","-0.161","3.009","1.450","1.098","2.987"
"2189","1/25/2024 12:37:32.711 PM","-0.161","3.011","1.450","1.096","2.984"
"2190","1/25/2024 12:37:32.712 PM","-0.152","3.008","1.458","1.097","2.987"
"2191","1/25/2024 12:37:32.713 PM","-0.153","3.014","1.449","1.098","2.985"
"2192","1/25/2024 12:37:32.714 PM","-0.161","3.009","1.452","1.098","2.986"
"2193","1/25/2024 12:37:32.715 PM","-0.152","3.010","1.449","1.098","2.986"
"2194","1/25/2024 12:37:32.716 PM","-0.161","3.010","1.449","1.098","2.988"
"2195","1/25/2024 12:37:32.717 PM","-0.161","3.008","1.453","1.099","2.985"
"2196","1/25/2024 12:37:32.718 PM","-0.176","3.016","1.454","1.098","2.985"
"2197","1/25/2024 12:37:32.719 PM","-0.156","3.014","1.455","1.101","2.989"
"2198","1/25/2024 12:37:32.720 PM","-0.159","3.004","1.452","1.101","2.988"
"2199","1/25/2024 12:37:32.721 PM","-0.166","3.020","1.459","1.100","2.985"
"2200","1/25/2024 12:37:32.722 PM","-0.155","3.010","1.452","1.099","2.992"
"2201","1/25/2024 12:37:32.723 PM","-0.162","3.010","1.452","1.098","2.987"
"2202","1/25/2024 12:37:32.724 PM","-0.150","3.012","1.447","1.101","2.988"
"2203","1/25/2024 12:37:32.725 PM","-0.157","3.007","1.450","1.098","2.987"
"2204","1/25/2024 12:37:32.726 PM","-0.153","3.014","1.452","1.099","2.987"
"2205","1/25/2024 12:37:32.727 PM","-0.158","3.013","1.452","1.097","2.988"
"2206","1/25/2024 12:37:32.728 PM","-0.161","3.010","1.451","1.098","2.986"
"2207","1/25/2024 12:37:32.729 PM","-0.164","3.015","1.454","1.098","2.984"
"2208","1/25/2024 12:37:32.730 PM","-0.160","3.012","1.454","1.098","2.986"
"2209","1/25/2024 12:37:32.731 PM","-0.161","3.009","1.450","1.097","2.985"
"2210","1/25/2024 12:37:32.732 PM","-0.164","3.010","1.449","1.098","2.988"
"2211","1/25/2024 12:37:32.733 PM","-0.170","3.010","1.451","1.099","2.987"
"2212","1/25/2024 12:37:32.734 PM","-0.178","3.011","1.456","1.099","2.986"
"2213","1/25/2024 12:37:32.735 PM","-0.170","3.010","1.448","1.101","2.987"
"2214","1/25/2024 12:37:32.736 PM","-0.167","3.006","1.448","1.098","2.990"
"2215","1/25/2024 12:37:32.737 PM","-0.170","3.021","1.451","1.100","2.987"
"2216","1/25/2024 12:37:32.738 PM","-0.170","3.010","1.453","1.101","2.988"
"2217","1/25/2024 12:37:32.739 PM","-0.169","3.007","1.448","1.100","2.985"
"2218","1/25/2024 12:37:32.740 PM","-0.157","3.009","1.450","1.098","2.989"
"2219","1/25/2024 12:37:32.741 PM","-0.165","3.013","1.449","1.099","2.986"
"2220","1/25/2024 12:37:32.742 PM","-0.168","3.007","1.454","1.098","2.986"
"2221","1/25/2024 12:37:32.743 PM","-0.167","3.010","1.449","1.095","2.985"
"2222","1/25/2024 12:37:32.744 PM","-0.166","3.008","1.454","1.100","2.986"
"2223","1/25/2024 12:37:32.745 PM","-0.158","3.017","1.452","1.099","2.987"
"2224","1/25/2024 12:37:32.746 PM","-0.157","3.020","1.449","1.101","2.987"
"2225","1/25/2024 12:37:32.747 PM","-0.161","3.012","1.454","1.098","2.987"
"2226","1/25/2024 12:37:32.748 PM","-0.157","3.010","1.454","1.098","2.985"
"2227","1/25/2024 12:37:32.749 PM","-0.162","3.009","1.453","1.100","2.987"
"2228","1/25/2024 12:37:32.750 PM","-0.160","3.010","1.450","1.097","2.992"
"2229","1/25/2024 12:37:32.751 PM","-0.159","3.010","1.452","1.098","2.988"
"2230","1/25/2024 12:37:32.752 PM","-0.159","3.008","1.456","1.099","2.986"
"2231","1/25/2024 12:37:32.753 PM","-0.167","3.011","1.446","1.099","2.988"
